Protein accession	Sequence MD5 digest	sequence length	Analysis	Signature accession	signature description	Start location	Stop location	Score	Status	Data	InterPro annotations accession	InterPro annotations description	NCBI annotation	species
gi|1149076502|gb|AQS99223.1|	9f3a250332c7cecbd25ce896a3a536e5	543	SUPERFAMILY	SSF53901	Thiolase-like	126	383	4.78E-60	T	09-08-2021	IPR016039	Thiolase-like	3-ketoacyl acyl carrier protein synthase I [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076502|gb|AQS99223.1|	9f3a250332c7cecbd25ce896a3a536e5	543	Coils	Coil	Coil	498	518	-	T	09-08-2021	-	-	3-ketoacyl acyl carrier protein synthase I [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076502|gb|AQS99223.1|	9f3a250332c7cecbd25ce896a3a536e5	543	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	127	376	1.30E-41	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	3-ketoacyl acyl carrier protein synthase I [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076502|gb|AQS99223.1|	9f3a250332c7cecbd25ce896a3a536e5	543	SMART	SM00825	Beta-ketoacyl synthase	129	543	3.30E-13	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	3-ketoacyl acyl carrier protein synthase I [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076502|gb|AQS99223.1|	9f3a250332c7cecbd25ce896a3a536e5	543	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	284	300	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	3-ketoacyl acyl carrier protein synthase I [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076502|gb|AQS99223.1|	9f3a250332c7cecbd25ce896a3a536e5	543	PANTHER	PTHR11712:SF306	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 1	127	541	0	T	09-08-2021	-	-	3-ketoacyl acyl carrier protein synthase I [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076502|gb|AQS99223.1|	9f3a250332c7cecbd25ce896a3a536e5	543	SUPERFAMILY	SSF53901	Thiolase-like	343	541	1.34E-55	T	09-08-2021	IPR016039	Thiolase-like	3-ketoacyl acyl carrier protein synthase I [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076502|gb|AQS99223.1|	9f3a250332c7cecbd25ce896a3a536e5	543	Gene3D	G3DSA:3.40.47.10	-	114	543	2.30E-102	T	09-08-2021	IPR016039	Thiolase-like	3-ketoacyl acyl carrier protein synthase I [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076502|gb|AQS99223.1|	9f3a250332c7cecbd25ce896a3a536e5	543	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	384	498	3.70E-26	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	3-ketoacyl acyl carrier protein synthase I [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	84	314	6.90E-72	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	608	721	2.40E-29	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	PANTHER	PTHR43775:SF37	POLYKETIDE SYNTHASE	354	768	2.40E-95	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	CDD	cd00833	PKS	355	767	5.68E-93	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	844	914	9.90E-07	T	09-08-2021	IPR013783	Immunoglobulin-like fold	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	SMART	SM00825	Beta-ketoacyl synthase	353	768	7.00E-30	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	352	596	1.00E-28	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	SUPERFAMILY	SSF81296	E set domains	852	911	7.46E-05	T	09-08-2021	IPR014756	Immunoglobulin E-set	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	Gene3D	G3DSA:3.40.47.10	-	344	843	1.50E-98	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	PANTHER	PTHR43775	FATTY ACID SYNTHASE	354	768	2.40E-95	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	SUPERFAMILY	SSF53901	Thiolase-like	364	596	6.48E-23	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52863	51ed45a7cb4d646d008625022c117dcd	955	SUPERFAMILY	SSF53901	Thiolase-like	570	767	3.25E-40	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	SMART	SM00825	Beta-ketoacyl synthase	416	860	2.60E-13	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	SUPERFAMILY	SSF53901	Thiolase-like	635	860	4.61E-22	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	Coils	Coil	Coil	106	126	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	MobiDBLite	mobidb-lite	consensus disorder prediction	662	682	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	MobiDBLite	mobidb-lite	consensus disorder prediction	103	118	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	CDD	cd00833	PKS	426	859	2.29E-61	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	MobiDBLite	mobidb-lite	consensus disorder prediction	91	121	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	Gene3D	G3DSA:3.40.47.10	-	409	901	1.50E-79	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	SUPERFAMILY	SSF53901	Thiolase-like	420	663	2.91E-32	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	Gene3D	G3DSA:1.10.260.100	-	20	75	1.10E-05	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	MobiDBLite	mobidb-lite	consensus disorder prediction	664	682	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	430	664	5.80E-36	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	145	338	1.10E-27	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	690	803	1.30E-12	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41989	40d30959eb9c270b5e95cd2e3d64b9ab	1355	PANTHER	PTHR43775	FATTY ACID SYNTHASE	424	862	6.20E-59	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
gi|1149076466|gb|AQS99205.1|	86a98527b09125e8f8ae1cf490e3b424	1263	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	372	620	6.30E-32	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076466|gb|AQS99205.1|	86a98527b09125e8f8ae1cf490e3b424	1263	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	86	321	1.40E-42	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076466|gb|AQS99205.1|	86a98527b09125e8f8ae1cf490e3b424	1263	CDD	cd00833	PKS	380	795	1.77E-111	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076466|gb|AQS99205.1|	86a98527b09125e8f8ae1cf490e3b424	1263	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	639	751	2.70E-30	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076466|gb|AQS99205.1|	86a98527b09125e8f8ae1cf490e3b424	1263	SUPERFAMILY	SSF53901	Thiolase-like	354	743	2.98E-45	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076466|gb|AQS99205.1|	86a98527b09125e8f8ae1cf490e3b424	1263	SMART	SM00825	Beta-ketoacyl synthase	362	800	1.00E-43	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076466|gb|AQS99205.1|	86a98527b09125e8f8ae1cf490e3b424	1263	PANTHER	PTHR43775	FATTY ACID SYNTHASE	358	796	9.20E-108	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076466|gb|AQS99205.1|	86a98527b09125e8f8ae1cf490e3b424	1263	Gene3D	G3DSA:3.40.47.10	-	354	811	7.70E-111	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
Cluster-13398.28808	987bd24e16c9a975d52f02a0db962653	1284	SUPERFAMILY	SSF53901	Thiolase-like	378	629	1.47E-36	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.28808	987bd24e16c9a975d52f02a0db962653	1284	SUPERFAMILY	SSF53901	Thiolase-like	601	778	6.28E-23	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.28808	987bd24e16c9a975d52f02a0db962653	1284	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	5	231	2.60E-29	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.28808	987bd24e16c9a975d52f02a0db962653	1284	CDD	cd00833	PKS	377	775	1.03E-68	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.28808	987bd24e16c9a975d52f02a0db962653	1284	PANTHER	PTHR43775	FATTY ACID SYNTHASE	375	773	1.00E-56	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.28808	987bd24e16c9a975d52f02a0db962653	1284	Gene3D	G3DSA:3.40.47.10	-	373	834	1.90E-78	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.28808	987bd24e16c9a975d52f02a0db962653	1284	SMART	SM00825	Beta-ketoacyl synthase	379	783	2.10E-17	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.28808	987bd24e16c9a975d52f02a0db962653	1284	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	656	762	1.40E-16	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.28808	987bd24e16c9a975d52f02a0db962653	1284	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	377	631	1.20E-38	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44752	b3a0e694d637c2e9cec33e7f36409928	546	Gene3D	G3DSA:3.40.47.10	-	336	532	7.60E-36	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44752	b3a0e694d637c2e9cec33e7f36409928	546	PANTHER	PTHR43775	FATTY ACID SYNTHASE	337	527	2.10E-29	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44752	b3a0e694d637c2e9cec33e7f36409928	546	SUPERFAMILY	SSF53901	Thiolase-like	342	525	3.87E-22	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44752	b3a0e694d637c2e9cec33e7f36409928	546	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	80	310	6.10E-66	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44752	b3a0e694d637c2e9cec33e7f36409928	546	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	342	525	1.10E-26	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44752	b3a0e694d637c2e9cec33e7f36409928	546	PANTHER	PTHR43775:SF37	POLYKETIDE SYNTHASE	337	527	2.10E-29	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.44752	b3a0e694d637c2e9cec33e7f36409928	546	SMART	SM00825	Beta-ketoacyl synthase	344	545	0.0018	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	PANTHER	PTHR43775	FATTY ACID SYNTHASE	343	766	4.70E-91	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	CDD	cd00833	PKS	372	765	5.28E-91	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	Gene3D	G3DSA:3.40.47.10	-	346	795	1.90E-98	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	SMART	SM00825	Beta-ketoacyl synthase	352	767	5.40E-26	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	350	596	1.70E-31	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	95	319	9.00E-72	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	PANTHER	PTHR43775:SF37	POLYKETIDE SYNTHASE	343	766	4.70E-91	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	SUPERFAMILY	SSF53901	Thiolase-like	351	596	1.25E-30	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	SUPERFAMILY	SSF53901	Thiolase-like	567	767	1.51E-42	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52424	c46f8ba9e9a00287ee1212b77726a255	975	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	605	720	1.10E-28	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
gi|1149076676|gb|AQS99310.1|	5c3a13e8de07392e52f098b3f48873b4	1221	SUPERFAMILY	SSF53901	Thiolase-like	333	758	1.38E-44	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076676|gb|AQS99310.1|	5c3a13e8de07392e52f098b3f48873b4	1221	CDD	cd00833	PKS	341	758	1.09E-97	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076676|gb|AQS99310.1|	5c3a13e8de07392e52f098b3f48873b4	1221	PANTHER	PTHR43775	FATTY ACID SYNTHASE	336	760	3.50E-97	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076676|gb|AQS99310.1|	5c3a13e8de07392e52f098b3f48873b4	1221	SMART	SM00825	Beta-ketoacyl synthase	339	760	9.60E-24	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076676|gb|AQS99310.1|	5c3a13e8de07392e52f098b3f48873b4	1221	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	338	590	4.30E-36	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076676|gb|AQS99310.1|	5c3a13e8de07392e52f098b3f48873b4	1221	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	600	714	2.40E-27	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076676|gb|AQS99310.1|	5c3a13e8de07392e52f098b3f48873b4	1221	Gene3D	G3DSA:3.40.47.10	-	335	835	1.50E-105	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076676|gb|AQS99310.1|	5c3a13e8de07392e52f098b3f48873b4	1221	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	81	306	1.50E-42	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
Cluster-13398.21277	a6bd1be5b5b545a66bc72b8ea18de4a2	919	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	565	686	1.20E-19	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21277	a6bd1be5b5b545a66bc72b8ea18de4a2	919	CDD	cd00833	PKS	293	734	3.51E-81	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21277	a6bd1be5b5b545a66bc72b8ea18de4a2	919	CDD	cd02859	E_set_AMPKbeta_like_N	755	838	1.28E-06	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21277	a6bd1be5b5b545a66bc72b8ea18de4a2	919	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	291	547	3.30E-31	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21277	a6bd1be5b5b545a66bc72b8ea18de4a2	919	Gene3D	G3DSA:3.40.47.10	-	289	777	1.30E-86	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21277	a6bd1be5b5b545a66bc72b8ea18de4a2	919	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	23	236	1.90E-36	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21277	a6bd1be5b5b545a66bc72b8ea18de4a2	919	SUPERFAMILY	SSF53901	Thiolase-like	292	676	6.56E-34	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21277	a6bd1be5b5b545a66bc72b8ea18de4a2	919	PANTHER	PTHR43775	FATTY ACID SYNTHASE	288	735	4.30E-76	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21277	a6bd1be5b5b545a66bc72b8ea18de4a2	919	SMART	SM00825	Beta-ketoacyl synthase	290	735	6.50E-17	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
gi|1149076436|gb|AQS99190.1|	9e9c99dd41d3f0749b6b2760cbe377a6	1043	PANTHER	PTHR43775	FATTY ACID SYNTHASE	290	734	1.40E-83	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076436|gb|AQS99190.1|	9e9c99dd41d3f0749b6b2760cbe377a6	1043	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	8	223	2.00E-25	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076436|gb|AQS99190.1|	9e9c99dd41d3f0749b6b2760cbe377a6	1043	SUPERFAMILY	SSF53901	Thiolase-like	293	544	2.11E-35	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076436|gb|AQS99190.1|	9e9c99dd41d3f0749b6b2760cbe377a6	1043	SUPERFAMILY	SSF53901	Thiolase-like	520	728	1.80E-28	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076436|gb|AQS99190.1|	9e9c99dd41d3f0749b6b2760cbe377a6	1043	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	293	545	1.10E-36	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076436|gb|AQS99190.1|	9e9c99dd41d3f0749b6b2760cbe377a6	1043	SMART	SM00825	Beta-ketoacyl synthase	294	729	2.90E-22	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076436|gb|AQS99190.1|	9e9c99dd41d3f0749b6b2760cbe377a6	1043	CDD	cd00833	PKS	293	728	4.38E-85	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076436|gb|AQS99190.1|	9e9c99dd41d3f0749b6b2760cbe377a6	1043	Gene3D	G3DSA:3.40.47.10	-	291	753	2.10E-95	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076436|gb|AQS99190.1|	9e9c99dd41d3f0749b6b2760cbe377a6	1043	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	567	683	1.00E-17	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076646|gb|AQS99295.1|	4152d241ec8911649565992bccd1cdd3	1174	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	312	561	4.30E-43	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076646|gb|AQS99295.1|	4152d241ec8911649565992bccd1cdd3	1174	CDD	cd00833	PKS	313	744	1.47E-87	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076646|gb|AQS99295.1|	4152d241ec8911649565992bccd1cdd3	1174	SUPERFAMILY	SSF53901	Thiolase-like	307	686	4.75E-44	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076646|gb|AQS99295.1|	4152d241ec8911649565992bccd1cdd3	1174	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	41	247	1.30E-34	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076646|gb|AQS99295.1|	4152d241ec8911649565992bccd1cdd3	1174	PANTHER	PTHR43775	FATTY ACID SYNTHASE	303	751	1.10E-82	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076646|gb|AQS99295.1|	4152d241ec8911649565992bccd1cdd3	1174	SMART	SM00825	Beta-ketoacyl synthase	313	745	1.80E-19	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076646|gb|AQS99295.1|	4152d241ec8911649565992bccd1cdd3	1174	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	583	697	1.20E-19	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076646|gb|AQS99295.1|	4152d241ec8911649565992bccd1cdd3	1174	Gene3D	G3DSA:3.40.47.10	-	307	765	3.60E-98	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
