ID1,ID2,Alignment Score
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|57638629|gb|AAW55352.1| 2,132.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|57638627|gb|AAW55351.1| 2,132.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129182889|gb|OLP89862.1| 5,172.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129167743|gb|OLP78851.1| 17,303.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129165202|gb|OLP77217.1| 3,177.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|499932459|ref|WP_011613193.1| 9,203.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|110168326|gb|ABG52866.1| 6,192.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|499932462|ref|WP_011613196.1| 6,192.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium thiebautii gi|57638725|gb|AAW55400.1| 2,122.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium thiebautii gi|57638727|gb|AAW55401.1| 2,133.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,198.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|1334967573|ref|WP_103112245.1| 3,176.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|1111745713|dbj|BAW32334.1| 16,212.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|9965356|gb|AAG10057.1| 2,119.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|193875668|gb|ACF24471.1| 2,127.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|1733587002|dbj|GCA87397.1| 8,192.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706109573|gb|TRV31866.1| 7,194.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706105840|gb|TRV28337.1| 6,198.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706116602|gb|TRV38529.1| 5,191.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis novacekii gi|1706062286|gb|TRU87067.1| 9,196.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis novacekii gi|1706068113|gb|TRU92512.1| 11,179.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis novacekii gi|1706068115|gb|TRU92514.1| 9,226.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis panniformis gi|1706162145|gb|TRV81286.1| 15,197.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis panniformis gi|914402333|gb|AKV70002.1| 6,198.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis panniformis gi|914402336|gb|AKV70005.1| 5,184.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis sp. gi|1705982252|gb|TRU12518.1| 8,200.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis sp. gi|1705937141|gb|TRT70605.1| 5,183.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis sp. gi|1705957026|gb|TRT88728.1| 6,198.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis viridis gi|1706041433|gb|TRU67710.1| 9,196.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis viridis gi|1706052071|gb|TRU77618.1| 9,196.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis viridis gi|1519311139|dbj|BBH42730.1| 11,192.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis wesenbergii gi|1706101380|gb|TRV24113.1| 5,179.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis wesenbergii gi|1706068711|gb|TRU93087.1| 7,194.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Microcystis wesenbergii gi|1706072375|gb|TRU96575.1| 7,222.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Plantae Chlorophyta Mamiellophyceae Micromonas commoda gi|255071123|ref|XP_002507643.1| 39,142.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Plantae Chlorophyta Mamiellophyceae Micromonas commoda gi|255070925|ref|XP_002507544.1| 23,156.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Plantae Chlorophyta Mamiellophyceae Micromonas commoda gi|226522819|gb|ACO68802.1| 23,156.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Plantae Chlorophyta Mamiellophyceae Micromonas pusilla gi|303273142|ref|XP_003055932.1| 2,114.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Plantae Chlorophyta Mamiellophyceae Micromonas pusilla gi|226462414|gb|EEH59706.1| 25,154.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Plantae Chlorophyta Mamiellophyceae Micromonas pusilla gi|226462028|gb|EEH59320.1| 2,103.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Protozoa Choanozoa Choanoflagellatea Monosiga brevicollis gi|167535569|ref|XP_001749458.1| 10,183.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Protozoa Choanozoa Choanoflagellatea Monosiga brevicollis gi|167516226|ref|XP_001742454.1| 4,169.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Protozoa Choanozoa Choanoflagellatea Monosiga brevicollis gi|163772086|gb|EDQ85743.1| 10,183.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria acuminata gi|427999447|gb|AFY80290.1| 7,250.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria acuminata gi|504962338|ref|WP_015149440.1| 5,258.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria acuminata gi|504959838|ref|WP_015146940.1| 7,250.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria nigro-viridis gi|504990109|ref|WP_015177211.1| 6,241.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria nigro-viridis gi|428242166|gb|AFZ07952.1| 6,241.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria nigro-viridis gi|428240892|gb|AFZ06678.1| 2,152.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sancta gi|61374291|gb|AAX44135.1| 2,123.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374302|gb|AAX44140.1| 2,157.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374308|gb|AAX44143.1| 2,123.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374300|gb|AAX44139.1| 2,157.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum donghaiense gi|145423860|gb|ABP68562.1| 2,121.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354508|gb|ACF54733.1| 2,118.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354510|gb|ACF54734.1| 2,116.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354522|gb|ACF54740.1| 2,116.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum lima Unigene3917_All 3,163.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum lima Unigene44187_All 7,167.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum lima CL3053.Contig5_All 10,189.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|113204663|gb|ABI34078.1| 2,124.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|194354514|gb|ACF54736.1| 2,116.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|194354516|gb|ACF54737.1| 2,125.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Prorocentrum rhathymum gi|194354520|gb|ACF54739.1| 2,114.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Ochrophyta Coscinodiscophyceae Skeletonema costatum gi|113204661|gb|ABI34077.1| 2,123.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|1119701989|ref|WP_072620081.1| 9,236.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|57638629|gb|AAW55352.1| 2,146.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|57638627|gb|AAW55351.1| 2,144.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129182889|gb|OLP89862.1| 5,169.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129167743|gb|OLP78851.1| 17,297.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129165202|gb|OLP77217.1| 3,163.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|499932459|ref|WP_011613193.1| 9,189.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|110168326|gb|ABG52866.1| 6,190.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|499932462|ref|WP_011613196.1| 6,190.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium thiebautii gi|57638725|gb|AAW55400.1| 2,115.0
Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,Bacteria Cyanobacteria Cyanophyceae Trichodesmium thiebautii gi|57638727|gb|AAW55401.1| 2,122.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|1334967573|ref|WP_103112245.1| 3,175.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|1111745713|dbj|BAW32334.1| 16,194.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|9965356|gb|AAG10057.1| 2,145.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|193875668|gb|ACF24471.1| 2,150.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|1733587002|dbj|GCA87397.1| 8,222.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706109573|gb|TRV31866.1| 7,227.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706105840|gb|TRV28337.1| 6,220.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706116602|gb|TRV38529.1| 5,193.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis novacekii gi|1706062286|gb|TRU87067.1| 9,224.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis novacekii gi|1706068113|gb|TRU92512.1| 11,224.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis novacekii gi|1706068115|gb|TRU92514.1| 9,194.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis panniformis gi|1706162145|gb|TRV81286.1| 15,370.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis panniformis gi|914402333|gb|AKV70002.1| 6,226.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis panniformis gi|914402336|gb|AKV70005.1| 5,179.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis sp. gi|1705982252|gb|TRU12518.1| 8,209.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis sp. gi|1705937141|gb|TRT70605.1| 5,179.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis sp. gi|1705957026|gb|TRT88728.1| 6,225.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis viridis gi|1706041433|gb|TRU67710.1| 9,225.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis viridis gi|1706052071|gb|TRU77618.1| 9,225.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis viridis gi|1519311139|dbj|BBH42730.1| 11,220.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis wesenbergii gi|1706101380|gb|TRV24113.1| 5,181.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis wesenbergii gi|1706068711|gb|TRU93087.1| 7,226.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Microcystis wesenbergii gi|1706072375|gb|TRU96575.1| 7,179.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Plantae Chlorophyta Mamiellophyceae Micromonas commoda gi|255071123|ref|XP_002507643.1| 39,152.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Plantae Chlorophyta Mamiellophyceae Micromonas commoda gi|255070925|ref|XP_002507544.1| 23,163.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Plantae Chlorophyta Mamiellophyceae Micromonas commoda gi|226522819|gb|ACO68802.1| 23,163.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Plantae Chlorophyta Mamiellophyceae Micromonas pusilla gi|303273142|ref|XP_003055932.1| 2,121.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Plantae Chlorophyta Mamiellophyceae Micromonas pusilla gi|226462414|gb|EEH59706.1| 25,164.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Plantae Chlorophyta Mamiellophyceae Micromonas pusilla gi|226462028|gb|EEH59320.1| 2,110.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Protozoa Choanozoa Choanoflagellatea Monosiga brevicollis gi|167535569|ref|XP_001749458.1| 10,191.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Protozoa Choanozoa Choanoflagellatea Monosiga brevicollis gi|167516226|ref|XP_001742454.1| 4,178.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Protozoa Choanozoa Choanoflagellatea Monosiga brevicollis gi|163772086|gb|EDQ85743.1| 10,191.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria acuminata gi|427999447|gb|AFY80290.1| 7,191.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria acuminata gi|504962338|ref|WP_015149440.1| 5,189.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria acuminata gi|504959838|ref|WP_015146940.1| 7,191.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria nigro-viridis gi|504990109|ref|WP_015177211.1| 6,185.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria nigro-viridis gi|428242166|gb|AFZ07952.1| 6,185.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria nigro-viridis gi|428240892|gb|AFZ06678.1| 2,155.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sancta gi|61374291|gb|AAX44135.1| 2,150.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374302|gb|AAX44140.1| 2,129.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374308|gb|AAX44143.1| 2,131.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374300|gb|AAX44139.1| 2,129.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum donghaiense gi|145423860|gb|ABP68562.1| 2,124.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354508|gb|ACF54733.1| 2,122.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354510|gb|ACF54734.1| 2,138.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354522|gb|ACF54740.1| 2,135.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum lima Unigene3917_All 3,169.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum lima Unigene44187_All 7,172.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum lima CL3053.Contig5_All 10,164.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|113204663|gb|ABI34078.1| 2,137.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|194354514|gb|ACF54736.1| 2,128.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|194354516|gb|ACF54737.1| 2,123.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Myzozoa Dinophyceae Prorocentrum rhathymum gi|194354520|gb|ACF54739.1| 2,137.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Chromista Ochrophyta Coscinodiscophyceae Skeletonema costatum gi|113204661|gb|ABI34077.1| 2,134.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|1119701989|ref|WP_072620081.1| 9,192.0
Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|57638629|gb|AAW55352.1| 2,128.0
